	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
660	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|H0YJC0|H0YJC0_HUMAN	100.0	5	0	0	1	5	175	179	97.0	16.9	5	tr|H0YJC0|H0YJC0_HUMAN 26S proteasome regulatory subunit 10B (Fragment) OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1
661	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5677	tr|F8VWZ8|F8VWZ8_HUMAN	100.0	5	0	0	1	5	1030	1034	74.0	17.3	5	tr|F8VWZ8|F8VWZ8_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens OX=9606 GN=ARHGAP29 PE=1 SV=1
662	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5742	tr|H3BVD5|H3BVD5_HUMAN	100.0	5	0	0	1	5	55	59	97.0	16.9	5	tr|H3BVD5|H3BVD5_HUMAN Acyl-coenzyme A synthetase ACSM3, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACSM3 PE=1 SV=1
663	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5756	tr|A0A140T8W5|A0A140T8W5_HUMAN	100.0	5	0	0	1	5	109	113	81.0	17.3	5	tr|A0A140T8W5|A0A140T8W5_HUMAN Mitogen-activated protein kinase kinase kinase 15 (Fragment) OS=Homo sapiens OX=9606 GN=MAP3K15 PE=1 SV=1
664	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5763	tr|A0A1X7SBT2|A0A1X7SBT2_HUMAN	100.0	5	0	0	1	5	151	155	36.0	18.5	5	tr|A0A1X7SBT2|A0A1X7SBT2_HUMAN Lactosylceramide alpha-2,3-sialyltransferase OS=Homo sapiens OX=9606 GN=ST3GAL5 PE=1 SV=1
665	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5763	tr|A0A0S2Z4Q7|A0A0S2Z4Q7_HUMAN	100.0	5	0	0	1	5	163	167	36.0	18.5	5	tr|A0A0S2Z4Q7|A0A0S2Z4Q7_HUMAN Lactosylceramide alpha-2,3-sialyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=ST3GAL5 PE=1 SV=1
666	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5763	tr|A0A1W2PRC6|A0A1W2PRC6_HUMAN	100.0	5	0	0	1	5	191	195	44.0	18.1	5	tr|A0A1W2PRC6|A0A1W2PRC6_HUMAN Lactosylceramide alpha-2,3-sialyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=ST3GAL5 PE=1 SV=1
667	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5763	tr|A0A1W2PR45|A0A1W2PR45_HUMAN	100.0	5	0	0	1	5	191	195	56.0	17.7	5	tr|A0A1W2PR45|A0A1W2PR45_HUMAN Lactosylceramide alpha-2,3-sialyltransferase OS=Homo sapiens OX=9606 GN=ST3GAL5 PE=1 SV=1
668	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5763	tr|A0A1W2PQR0|A0A1W2PQR0_HUMAN	100.0	5	0	0	1	5	210	214	78.0	17.3	5	tr|A0A1W2PQR0|A0A1W2PQR0_HUMAN Lactosylceramide alpha-2,3-sialyltransferase OS=Homo sapiens OX=9606 GN=ST3GAL5 PE=1 SV=1
674	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5993	tr|H0Y8B3|H0Y8B3_HUMAN	100.0	5	0	0	1	5	229	233	60.0	17.7	5	tr|H0Y8B3|H0Y8B3_HUMAN Adenosylhomocysteinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1
675	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6015	tr|J3KNQ2|J3KNQ2_HUMAN	100.0	5	0	0	1	5	1563	1567	73.0	17.3	5	tr|J3KNQ2|J3KNQ2_HUMAN Fibronectin type III domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FNDC1 PE=1 SV=1
676	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6016	tr|F8W9J4|F8W9J4_HUMAN	100.0	5	0	0	1	5	2024	2028	70.0	17.3	5	tr|F8W9J4|F8W9J4_HUMAN Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=1
677	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6062	tr|A0A140TA62|A0A140TA62_HUMAN	100.0	5	0	0	1	5	4	8	71.0	17.3	5	tr|A0A140TA62|A0A140TA62_HUMAN IF rod domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=2
678	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6062	tr|A0A140TA69|A0A140TA69_HUMAN	100.0	5	0	0	1	5	4	8	71.0	17.3	5	tr|A0A140TA69|A0A140TA69_HUMAN Keratin, type I cuticular Ha4 OS=Homo sapiens OX=9606 GN=KRT34 PE=3 SV=1
679	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6063	tr|F5GXV7|F5GXV7_HUMAN	100.0	5	0	0	1	5	1798	1802	74.0	17.3	5	tr|F5GXV7|F5GXV7_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=2
680	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6063	tr|A0A0D9SF28|A0A0D9SF28_HUMAN	100.0	5	0	0	1	5	1797	1801	74.0	17.3	5	tr|A0A0D9SF28|A0A0D9SF28_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=1
681	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6063	tr|Q5T321|Q5T321_HUMAN	100.0	5	0	0	1	5	1794	1798	74.0	17.3	5	tr|Q5T321|Q5T321_HUMAN Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=1
682	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6063	tr|A0A0C4DGV9|A0A0C4DGV9_HUMAN	100.0	5	0	0	1	5	423	427	87.0	17.3	5	tr|A0A0C4DGV9|A0A0C4DGV9_HUMAN DNA ligase OS=Homo sapiens OX=9606 GN=LIG4 PE=1 SV=1
683	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6064	tr|H0Y3H2|H0Y3H2_HUMAN	100.0	5	0	0	1	5	72	76	37.0	18.1	5	tr|H0Y3H2|H0Y3H2_HUMAN ATP-binding cassette sub-family A member 3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=1
684	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6066	tr|J3QTJ5|J3QTJ5_HUMAN	100.0	5	0	0	1	5	587	591	81.0	17.3	5	tr|J3QTJ5|J3QTJ5_HUMAN Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens OX=9606 GN=LRRC37A3 PE=1 SV=1
685	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6066	tr|B4DSF2|B4DSF2_HUMAN	100.0	5	0	0	1	5	507	511	87.0	17.3	5	tr|B4DSF2|B4DSF2_HUMAN Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens OX=9606 GN=LRRC37A3 PE=1 SV=1
686	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6066	tr|F8W7X0|F8W7X0_HUMAN	100.0	5	0	0	1	5	446	450	93.0	16.9	5	tr|F8W7X0|F8W7X0_HUMAN Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens OX=9606 GN=LRRC37A3 PE=1 SV=1
687	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6066	tr|E9PP10|E9PP10_HUMAN	100.0	5	0	0	1	5	507	511	94.0	16.9	5	tr|E9PP10|E9PP10_HUMAN Leucine-rich repeat-containing protein 37A OS=Homo sapiens OX=9606 GN=LRRC37A PE=1 SV=1
688	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6079	tr|M0R300|M0R300_HUMAN	100.0	5	0	0	1	5	751	755	47.0	18.1	5	tr|M0R300|M0R300_HUMAN Unconventional myosin-IXb (Fragment) OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=8
689	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6079	tr|M0R0P8|M0R0P8_HUMAN	100.0	5	0	0	1	5	751	755	55.0	17.7	5	tr|M0R0P8|M0R0P8_HUMAN Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=1
694	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6108	tr|E5RGY1|E5RGY1_HUMAN	100.0	5	0	0	1	5	174	178	98.0	16.9	5	tr|E5RGY1|E5RGY1_HUMAN Disintegrin and metalloproteinase domain-containing protein 28 OS=Homo sapiens OX=9606 GN=ADAM28 PE=1 SV=1
697	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6128	tr|E9PAL5|E9PAL5_HUMAN	100.0	5	0	0	1	5	1383	1387	42.0	18.1	5	tr|E9PAL5|E9PAL5_HUMAN Collagen alpha-5(VI) chain OS=Homo sapiens OX=9606 GN=COL6A5 PE=1 SV=3
698	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6128	tr|H0YA33|H0YA33_HUMAN	100.0	5	0	0	1	5	158	162	44.0	18.1	5	tr|H0YA33|H0YA33_HUMAN Collagen alpha-6(VI) chain (Fragment) OS=Homo sapiens OX=9606 GN=COL6A6 PE=1 SV=1
699	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6128	tr|H0Y940|H0Y940_HUMAN	100.0	5	0	0	1	5	138	142	44.0	18.1	5	tr|H0Y940|H0Y940_HUMAN Collagen alpha-6(VI) chain (Fragment) OS=Homo sapiens OX=9606 GN=COL6A6 PE=1 SV=1
700	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6128	tr|A0A087WZE0|A0A087WZE0_HUMAN	100.0	5	0	0	1	5	50	54	98.0	16.9	5	tr|A0A087WZE0|A0A087WZE0_HUMAN Semaphorin-3B (Fragment) OS=Homo sapiens OX=9606 GN=SEMA3B PE=1 SV=1
701	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6129	tr|E7ETR9|E7ETR9_HUMAN	100.0	5	0	0	1	5	671	675	81.0	17.3	5	tr|E7ETR9|E7ETR9_HUMAN Protein MROH8 OS=Homo sapiens OX=9606 GN=MROH8 PE=1 SV=2
702	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6129	tr|Q5TCJ5|Q5TCJ5_HUMAN	100.0	5	0	0	1	5	483	487	86.0	17.3	5	tr|Q5TCJ5|Q5TCJ5_HUMAN Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=1
703	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6130	tr|B4DZB7|B4DZB7_HUMAN	100.0	5	0	0	1	5	237	241	42.0	18.1	5	tr|B4DZB7|B4DZB7_HUMAN Transcription factor RFX4 OS=Homo sapiens OX=9606 GN=RFX4 PE=1 SV=1
778	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6132	tr|J3KMY8|J3KMY8_HUMAN	100.0	5	0	0	1	5	57	61	70.0	17.3	5	tr|J3KMY8|J3KMY8_HUMAN Adhesion G protein-coupled receptor B3 OS=Homo sapiens OX=9606 GN=ADGRB3 PE=1 SV=1
805	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6161	tr|H3BPQ4|H3BPQ4_HUMAN	100.0	5	0	0	1	5	221	225	62.0	17.7	5	tr|H3BPQ4|H3BPQ4_HUMAN Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=1
806	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6161	tr|H3BPK3|H3BPK3_HUMAN	100.0	5	0	0	1	5	200	204	62.0	17.7	5	tr|H3BPK3|H3BPK3_HUMAN Hydroxyacylglutathione hydrolase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=1
807	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6171	tr|A0A0D9SGH0|A0A0D9SGH0_HUMAN	100.0	5	0	0	1	5	327	331	77.0	17.3	5	tr|A0A0D9SGH0|A0A0D9SGH0_HUMAN Sodium/hydrogen exchanger OS=Homo sapiens OX=9606 GN=SLC9A6 PE=1 SV=5
808	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6171	tr|A0A1B0GV11|A0A1B0GV11_HUMAN	100.0	5	0	0	1	5	295	299	77.0	17.3	5	tr|A0A1B0GV11|A0A1B0GV11_HUMAN Sodium/hydrogen exchanger OS=Homo sapiens OX=9606 GN=SLC9A6 PE=1 SV=1
809	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6180	tr|K7ENP4|K7ENP4_HUMAN	100.0	5	0	0	1	5	179	183	98.0	16.9	5	tr|K7ENP4|K7ENP4_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=1
810	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6180	tr|A0A0A0MR42|A0A0A0MR42_HUMAN	100.0	5	0	0	1	5	165	169	98.0	16.9	5	tr|A0A0A0MR42|A0A0A0MR42_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=1
811	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6180	tr|H0Y966|H0Y966_HUMAN	100.0	5	0	0	1	5	240	244	99.0	16.9	5	tr|H0Y966|H0Y966_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=1
812	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6180	tr|K7ELX0|K7ELX0_HUMAN	100.0	5	0	0	1	5	381	385	99.0	16.9	5	tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8
813	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6182	tr|H7BZ24|H7BZ24_HUMAN	100.0	5	0	0	1	5	12	16	85.0	17.3	5	tr|H7BZ24|H7BZ24_HUMAN Lithostathine-1-beta (Fragment) OS=Homo sapiens OX=9606 GN=REG1B PE=1 SV=1
815	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6206	tr|J3KN75|J3KN75_HUMAN	100.0	5	0	0	1	5	302	306	95.0	16.9	5	tr|J3KN75|J3KN75_HUMAN TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=1
817	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6207	tr|B7ZM99|B7ZM99_HUMAN	100.0	5	0	0	1	5	196	200	63.0	17.7	5	tr|B7ZM99|B7ZM99_HUMAN Formyltetrahydrofolate synthetase OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1
818	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6207	tr|A0A087WVM4|A0A087WVM4_HUMAN	100.0	5	0	0	1	5	130	134	64.0	17.7	5	tr|A0A087WVM4|A0A087WVM4_HUMAN Formyltetrahydrofolate synthetase OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1
819	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6207	tr|H0Y327|H0Y327_HUMAN	100.0	5	0	0	1	5	156	160	65.0	17.7	5	tr|H0Y327|H0Y327_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1
820	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6207	tr|Q5JYA3|Q5JYA3_HUMAN	100.0	5	0	0	1	5	86	90	70.0	17.7	5	tr|Q5JYA3|Q5JYA3_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1
821	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6207	tr|Q5JYA8|Q5JYA8_HUMAN	100.0	5	0	0	1	5	86	90	71.0	17.7	5	tr|Q5JYA8|Q5JYA8_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=2
822	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6272	tr|Q5T6J8|Q5T6J8_HUMAN	100.0	5	0	0	1	5	30	34	32.0	18.5	5	tr|Q5T6J8|Q5T6J8_HUMAN Gluconate kinase OS=Homo sapiens OX=9606 GN=IDNK PE=1 SV=1
823	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_47	tr|A0A1W2PP46|A0A1W2PP46_HUMAN	100.0	5	0	0	1	5	54	58	82.0	17.3	5	tr|A0A1W2PP46|A0A1W2PP46_HUMAN Choline O-acetyltransferase OS=Homo sapiens OX=9606 GN=CHAT PE=1 SV=1
824	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_610	tr|B7Z6J7|B7Z6J7_HUMAN	100.0	5	0	0	1	5	126	130	86.0	17.3	5	tr|B7Z6J7|B7Z6J7_HUMAN CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1
825	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_610	tr|H7C148|H7C148_HUMAN	100.0	5	0	0	1	5	126	130	87.0	17.3	5	tr|H7C148|H7C148_HUMAN CCR4-NOT transcription complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=2
826	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_610	tr|A0A0G2JNJ7|A0A0G2JNJ7_HUMAN	100.0	5	0	0	1	5	47	51	87.0	17.3	5	tr|A0A0G2JNJ7|A0A0G2JNJ7_HUMAN CCR4-NOT transcription complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1
827	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_610	tr|A0A087X0F9|A0A087X0F9_HUMAN	100.0	5	0	0	1	5	45	49	99.0	16.9	5	tr|A0A087X0F9|A0A087X0F9_HUMAN CCR4-NOT transcription complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1
828	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_628	tr|A0A0A0MR22|A0A0A0MR22_HUMAN	100.0	5	0	0	1	5	446	450	83.0	17.3	5	tr|A0A0A0MR22|A0A0A0MR22_HUMAN Phospholipid-transporting ATPase OS=Homo sapiens OX=9606 GN=ATP9A PE=1 SV=1
833	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6306	tr|H0YMS5|H0YMS5_HUMAN	100.0	5	0	0	1	5	106	110	22.0	19.2	5	tr|H0YMS5|H0YMS5_HUMAN Protein PAT1 homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=PATL2 PE=4 SV=1
881	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6310	tr|B1AL69|B1AL69_HUMAN	100.0	5	0	0	1	5	232	236	99.0	16.9	5	tr|B1AL69|B1AL69_HUMAN Hsp90 co-chaperone Cdc37-like 1 OS=Homo sapiens OX=9606 GN=CDC37L1 PE=1 SV=1
882	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6322	tr|F8W9S7|F8W9S7_HUMAN	100.0	5	0	0	1	5	1122	1126	90.0	16.9	5	tr|F8W9S7|F8W9S7_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=1
883	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6334	tr|B7ZBM2|B7ZBM2_HUMAN	100.0	5	0	0	1	5	448	452	62.0	17.7	5	tr|B7ZBM2|B7ZBM2_HUMAN Maestro heat-like repeat-containing protein family member 7 OS=Homo sapiens OX=9606 GN=MROH7 PE=1 SV=1
884	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6336	tr|H7BYU4|H7BYU4_HUMAN	100.0	5	0	0	1	5	6	10	36.0	18.5	5	tr|H7BYU4|H7BYU4_HUMAN Myelin transcription factor 1-like protein (Fragment) OS=Homo sapiens OX=9606 GN=MYT1L PE=4 SV=2
885	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6336	tr|A0A3B3IRK4|A0A3B3IRK4_HUMAN	100.0	5	0	0	1	5	34	38	93.0	16.9	5	tr|A0A3B3IRK4|A0A3B3IRK4_HUMAN Myelin transcription factor 1-like protein (Fragment) OS=Homo sapiens OX=9606 GN=MYT1L PE=1 SV=1
886	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6338	tr|B1AKN3|B1AKN3_HUMAN	100.0	5	0	0	1	5	76	80	98.0	16.9	5	tr|B1AKN3|B1AKN3_HUMAN Arginine-glutamic acid dipeptide (RE) repeats, isoform CRA_b OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=1
888	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6376	tr|H3BQ21|H3BQ21_HUMAN	100.0	5	0	0	1	5	7	11	88.0	17.3	5	tr|H3BQ21|H3BQ21_HUMAN Signal-regulatory protein beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=SIRPB1 PE=1 SV=1
889	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6407	tr|A0A3B3IRX3|A0A3B3IRX3_HUMAN	100.0	5	0	0	1	5	1505	1509	33.0	18.5	5	tr|A0A3B3IRX3|A0A3B3IRX3_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens OX=9606 GN=MED13L PE=1 SV=1
890	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6407	tr|A0A3B3IS46|A0A3B3IS46_HUMAN	100.0	5	0	0	1	5	900	904	33.0	18.5	5	tr|A0A3B3IS46|A0A3B3IS46_HUMAN Mediator of RNA polymerase II transcription subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=MED13L PE=1 SV=1
891	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6407	tr|H0YHC1|H0YHC1_HUMAN	100.0	5	0	0	1	5	1315	1319	33.0	18.5	5	tr|H0YHC1|H0YHC1_HUMAN Mediator of RNA polymerase II transcription subunit 13-like (Fragment) OS=Homo sapiens OX=9606 GN=MED13L PE=1 SV=2
892	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6407	tr|A0A3B3IRS4|A0A3B3IRS4_HUMAN	100.0	5	0	0	1	5	338	342	34.0	18.5	5	tr|A0A3B3IRS4|A0A3B3IRS4_HUMAN Mediator of RNA polymerase II transcription subunit 13-like (Fragment) OS=Homo sapiens OX=9606 GN=MED13L PE=1 SV=1
896	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6408	tr|E9PRY8|E9PRY8_HUMAN	100.0	5	0	0	1	5	377	381	48.0	18.1	5	tr|E9PRY8|E9PRY8_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
897	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6408	tr|A0A087X1X7|A0A087X1X7_HUMAN	100.0	5	0	0	1	5	327	331	55.0	17.7	5	tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1
898	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6408	tr|E9PJK5|E9PJK5_HUMAN	100.0	5	0	0	1	5	461	465	77.0	17.3	5	tr|E9PJK5|E9PJK5_HUMAN FTS and Hook-interacting protein OS=Homo sapiens OX=9606 GN=FAM160A2 PE=1 SV=1
899	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6429	tr|B7Z596|B7Z596_HUMAN	100.0	5	0	0	1	5	267	271	89.0	17.3	5	tr|B7Z596|B7Z596_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1
900	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6442	tr|F5H890|F5H890_HUMAN	100.0	5	0	0	1	5	92	96	81.0	17.3	5	tr|F5H890|F5H890_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=OGFOD2 PE=1 SV=1
901	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6463	tr|A0A0G2JNZ7|A0A0G2JNZ7_HUMAN	100.0	5	0	0	1	5	23	27	99.0	16.9	5	tr|A0A0G2JNZ7|A0A0G2JNZ7_HUMAN Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=DDR1 PE=1 SV=1
902	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6463	tr|A0A0A0MSX3|A0A0A0MSX3_HUMAN	100.0	5	0	0	1	5	23	27	99.0	16.9	5	tr|A0A0A0MSX3|A0A0A0MSX3_HUMAN Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=DDR1 PE=1 SV=1
903	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6464	tr|Q5T985|Q5T985_HUMAN	100.0	5	0	0	1	5	221	225	71.0	17.3	5	tr|Q5T985|Q5T985_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1
904	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6464	tr|Q5T987|Q5T987_HUMAN	100.0	5	0	0	1	5	207	211	74.0	17.3	5	tr|Q5T987|Q5T987_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 (Fragment) OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1
905	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6464	tr|A0A1W2PR36|A0A1W2PR36_HUMAN	100.0	5	0	0	1	5	104	108	76.0	17.3	5	tr|A0A1W2PR36|A0A1W2PR36_HUMAN Guanidinoacetate N-methyltransferase OS=Homo sapiens OX=9606 GN=GAMT PE=1 SV=1
906	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_641	tr|A0A2R8Y7Z4|A0A2R8Y7Z4_HUMAN	100.0	5	0	0	1	5	763	767	57.0	17.7	5	tr|A0A2R8Y7Z4|A0A2R8Y7Z4_HUMAN Toll-like receptor 5 OS=Homo sapiens OX=9606 GN=TLR5 PE=1 SV=1
907	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_641	tr|A0A2R8Y4Q2|A0A2R8Y4Q2_HUMAN	100.0	5	0	0	1	5	763	767	57.0	17.7	5	tr|A0A2R8Y4Q2|A0A2R8Y4Q2_HUMAN Toll-like receptor 5 (Fragment) OS=Homo sapiens OX=9606 GN=TLR5 PE=1 SV=1
908	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_642	tr|F8VYZ3|F8VYZ3_HUMAN	100.0	5	0	0	1	5	75	79	79.0	17.3	5	tr|F8VYZ3|F8VYZ3_HUMAN Serine dehydratase-like (Fragment) OS=Homo sapiens OX=9606 GN=SDSL PE=1 SV=1
